6571.2676056338,10,,bernoulli
6571.2676056338,10,,chebyshev
6571.2676056338,10,,circle
6571.2676056338,10,,gauss
6571.2676056338,10,,logistic
1030.1277958535,10,,bernoulli
1014.8736723182,10,,chebyshev
1048.0461163435,10,,circle
1038.9851980628,10,,gauss
1022.4075458582,10,,logistic
1024.089893521,10,,sine
1020.5971679562,10,,singer
1099.2884903391,10,,sinu
1021.309893314,20,,bernoulli
1010.9186408638,20,,chebyshev
1025.7364798204,20,,circle
1022.4070726658,20,,gauss
1014.9947933481,20,,logistic
1014.947414769,20,,sine
1013.6390161153,20,,singer
1070.0717705096,20,,sinu
1017.8461158667,30,,bernoulli
1009.730612584,30,,chebyshev
1020.8351184071,30,,circle
1017.9209963891,30,,gauss
1012.3689643137,30,,logistic
1014.0115895746,30,,sine
1011.1798322061,30,,singer
1055.9951536481,30,,sinu
1015.8975916381,40,,bernoulli
